Rendimento médio por ano da safra e produto
    ;1.4 Arroz;1.13 Milho (1ª Safra);1.14 Milho (2ª Safra);1.15 Soja;9 Café arábica;11 Cana-de-açúcar
null;6919;5174;4334;3462;1341;68778

Fonte: "IBGE - Levantamento Sistemático da Produção Agrícola"
